货场| |优点| |装卸作业| |方便| |较|大型|的| |物品,n|w|n|w|nz|w|a|w|d|a|u|w|n
单层|地面库| |非货架型| |保管|设备,n|n|w|a|w|vn|n
多层|货架| |仓库| |货架| |物品| |托盘| |物品| |托盘| |货架| |滑动,m|n|w|n|w|n|w|n|w|n|w|n|w|n|w|n|w|v
固定|货架| |移动|货架,v|n|w|vn|n
入库| |运送| |机械| |存放|取出| |堆垛机| |设备| |机械化| |自动化|作业| |高层|货架|仓库,v|w|vn|w|n|w|v|v|w|nz|w|n|w|vn|w|vn|n|w|n|n|n
零星|物品| |集中| |批量|物品,a|n|w|v|w|n|n
大批量| |物品| |分成| |批量|较小| |物品,n|w|n|w|v|w|n|a|w|n
分|货|工作| |物流|据点,v|n|n|w|n|n
承担| |物品| |不同|运输|方式| |转运,v|w|n|w|a|vn|n|w|vn
主要|工作| |进行| |流通| |加工,a|n|w|v|w|vn|w|vn
储备| |工作|内容| |功能| |传统|仓库| |基本|一致,vn|w|n|n|w|n|w|a|n|w|d|a
配送|业务| |完善| |信息|网络| |场所| |组织,vn|n|w|vn|w|n|n|w|n|w|n
物流|活动| |完善| |信息|网络| |场所| |组织,n|n|w|vn|w|n|n|w|n|w|n
主要|功能| |不同| |储备|库| |物流|库,a|n|w|a|w|vn|n|w|n|n
功能| |储存|和| |保管|物资| |仓库| |最|传统| |最|基本| |功能,n|w|vn|c|w|v|n|w|n|w|d|a|w|d|a|w|n
海关| |批准| |设立| |存放| |保税|货物| |其他|未|办结|海关|手续| |货物| |仓库,n|w|v|w|v|w|v|w|vn|n|w|r|d|v|n|n|w|n|w|n
物流|网络| |物流|线路| |结节,n|n|w|n|n|w|n
物资|中转| |集散| |储运| |节点| |港口| |火车|货运站| |公路|枢纽| |大型|公共|仓库| |现代|物流|中心| |物流|园区,n|v|w|v|w|vn|w|n|w|n|w|n|n|w|n|n|w|a|a|n|w|t|n|n|w|n|n
现代|物流| |物流|中心| |物流|园区| |配送|网点,t|n|w|n|n|w|n|n|w|vn|n
仓储|业务| |中国|境内| |独立|企业|法人| |经营| |保税| |仓储|服务,vn|n|w|LOC|s|w|a|n|n|w|vn|w|vn|w|vn|vn
特定| |中国|境内| |独立|企业|法人| |经营| |存储| |本|企业|自用| |保税货物,a|w|LOC|s|w|a|n|n|w|vn|w|vn|w|r|n|v|w|nz
保税仓库| |存储| |特定|用途| |特殊|种类| |商品| |仓库,nz|w|vn|w|a|n|w|a|n|w|n|w|n
液体|危险品| |备料| |寄售|维修| |其他|专用型,n|n|w|n|w|vn|vn|w|r|n
国家| |危险|化学品| |仓储|规定| |石油| |成品油| |其它|散装|液体| |危险|化学品| |保税仓储服务| |保税仓库,n|w|a|n|w|vn|n|w|n|w|n|w|r|a|n|w|a|n|w|nz|w|nz
加工|贸易|企业| |存储| |产品| |原材料| |设备| |零部件| |保税仓库| |保税|货物| |本|企业,vn|vn|n|w|vn|w|n|w|n|w|n|w|n|w|nz|w|vn|n|w|r|n
专门| |存储| |维修| |外国|产品| |进口|寄售| |零配件| |保税仓库,d|w|vn|w|vn|w|n|n|w|vn|vn|w|n|w|nz
贸易| |投资| |世贸组织| |优惠| |贸易|安排| |主权|国家| |地区|关境| |特定|区域| |外国|商品| |关税| |自由|进出,n|w|vn|w|ORG|w|vn|w|n|vn|w|n|n|w|n|n|w|a|n|w|n|n|w|n|w|ad|v
提供| |区内| |加工|出口| |原料| |货物| |进口|豁免|关税| |出口|加工|区| |自由港| |转口|贸易|区,v|w|s|w|vn|vn|w|n|w|n|w|vn|v|n|w|vn|vn|n|w|n|w|vn|vn|n
性质| |商业|自由|区| |工业|自由区,n|w|n|a|n|w|n|n
功能| |转口|集散型| |以|贸|为|主型| |出口|加工型| |保税仓|储型,n|w|vn|n|w|p|n|v|n|w|vn|n|w|nz|n
仓储|作业| |管理| |最后|一步| |仓储|作业| |管理| |重要|环节,vn|n|w|vn|w|a|m|w|vn|n|w|vn|w|a|n
仓储|经营|人| |存货|人| |仓单|持有人| |仓单| |物品|编号| |名称| |规格| |型号| |数量| |组织| |物品|出库| |活动,vn|vn|n|w|n|n|w|n|n|w|n|w|n|n|w|n|w|n|w|n|w|n|w|n|w|n|v|w|n
三|不| |三|核| |五|检查,m|d|w|m|n|w|m|vn
未接|单据| |不|翻账| |未经|审单| |不备货| |未经|复核| |不|出库,v|n|w|d|v|w|v|n|w|vn|w|v|vn|w|d|v
核对|凭证| |核对账卡| |核对|实物,v|n|w|nz|w|v|n
单据| |实物| |品名|检查| |规格|检查| |包装|检查| |数量|检查| |重量|检查,n|w|n|w|n|vn|w|n|vn|w|vn|vn|w|n|vn|w|n|vn
库存| |物品|价值| |使用|价值| |不变| |先进先出,n|w|n|n|w|vn|n|w|v|w|v
出库|凭证|审核| |出库|准备| |出库|验收| |出库|点交|与|销账| |装载|上车| |发运| |清理,vn|n|vn|w|v|v|w|vn|vn|w|v|v|c|vn|w|v|v|w|vn|w|v
送货| |收|货人|自提| |过户| | |取样| |转仓,vn|w|v|n|v|w|vn|w|w|v|w|v
出库|信息| |订单| |物品| |保管|区| |拣货|区| |进货|过程| |配货|区| |作业|过程,vn|n|w|n|w|n|w|vn|n|w|vn|n|w|vn|n|w|vn|n|w|vn|n
单一|拣选| |批量|拣选,ad|v|w|n|v
批次|补货| |定时|补货| |随机|补货,n|v|w|d|v|w|d|v
计算机| |查询| |总|补货|量| |持货|区| |存货|量| |补货量| |一次性|补足,n|w|vn|w|a|vn|n|w|vn|n|w|n|n|w|n|w|d|v
拼|/|整箱|补货| |托盘|补货| |货位|补货| |其他|补货|方式| |直接|补货| |复合式|补货| |自动|补货,v|w|n|v|w|n|v|w|n|v|w|r|vn|n|w|ad|v|w|a|v|w|ad|v
分类| |配货|检查| |包装| |打捆,vn|w|vn|vn|w|n|w|v
单一| |集中,a|w|v
每次| |一个|客户| |配货|服务,r|w|m|n|w|vn|vn
同时| |多|个|客户| |配货|服务,d|w|a|q|n|w|vn|vn
订购点法| |固定|订购|点| |订购批量| |库存量| |控制|方法,nz|w|v|vn|n|w|nz|w|n|w|vn|n
固定|检查| |订购|周期| |库存量| |控制|方法,a|vn|w|vn|n|w|n|w|vn|n
某|类| |库存物|资品种|数| |百分数| |物资|金额| |库存|物资|总|金额| |百分数| |库存物资| |A|、|B|、|C| |分级|管理,r|q|w|n|n|n|w|n|w|n|n|w|n|n|a|n|w|n|w|n|w|xc|w|xc|w|xc|w|vn|vn
两种|以上| |工具| |装卸| |搬运|作业,m|f|w|n|w|vn|w|v|n
利用|重力| |经济|合理| |适应性| |顺畅性,v|n|w|n|a|w|n|w|n
货物| |在|库|期间| |货物| |保管| |保养| |工作量| |质量| |心理|预期,n|w|p|n|f|w|n|w|v|w|vn|w|n|w|n|w|n|vn
货位| |仓储笼| |托盘| |垫板| |集装袋| |拉伸缠绕膜| |装卸|搬运|工具| |保管|保养|机具| |包装物| |消防|灭火|器材,n|w|n|w|n|w|n|w|n|w|nz|w|v|vn|n|w|v|vn|n|w|n|w|vn|vn|n
物品| |指定|地点| |人力| |机械| |载入| |卸出| |运输工具,n|w|vn|n|w|n|w|n|w|v|w|v|w|n
同一|场所| |物品| |空间|移动| |作业|过程,a|n|w|n|w|n|v|w|vn|n
人工|搬运| |单件|作业,n|v|w|n|vn
集装箱| |仓储笼| |托盘| |集装袋| |集装| |搬运,n|w|n|w|n|w|n|w|n|w|v
粉末状|物品| |不适宜|包装| |散货| |装卸| |搬运|活动,n|n|w|a|n|w|n|w|vn|w|vn|n
单件|作业| |集装|作业| |散装|作业,n|n|w|vn|n|w|vn|n
查验| |进货账卡| |熟悉| |物品|特性| |制定| |物品|储存|方法| |储存|准备|工作,v|w|nz|w|v|w|n|n|w|v|w|n|vn|n|w|vn|vn|n
定期| |临时| |库存|物品| |实际|数量| |清查| |清点,a|w|a|w|vn|n|w|a|n|w|vn|w|n
账| |物| |卡| |相符| |重要|措施,n|w|n|w|n|w|v|w|a|n
每|季度| |半年| |年终| |财务|结算| |一次|全面| |盘点,r|n|w|TIME|w|t|w|n|vn|w|m|a|w|vn
定期| |临时,a|w|a
数量|盘点| |重量|盘点| |账|实|核对| |账卡核对| |账|账|核对,n|vn|w|n|vn|w|n|ad|v|w|nz|w|n|n|v
人机| |人工,n|w|n
不同|物品| |保护| |保养| |质量控制,a|n|w|v|w|vn|w|vn
易燃| |爆炸| |腐蚀| |毒害| |放射|射线,a|w|vn|w|vn|w|vn|w|vn|n
气温| |库温| |垛温,n|w|PER|w|nr
空气| |水蒸气| |含量|程度| |绝对湿度| |饱和湿度| |相对湿度| |衡量,n|w|n|w|n|n|w|n|w|nz|w|n|w|v
调节| |仓库|温湿度| |注意| |虫|鼠害| |霉腐| |锈蚀,v|w|n|n|w|v|w|n|n|w|vn|w|v
散堆|方式| |货架|方式| |成|组|堆码|方式| |垛堆|方式,n|n|w|n|n|w|v|n|vn|n|w|nz|n
无|包装| |散货| |仓库| |露天|货场| |货堆,v|n|w|n|w|n|w|a|n|w|n
货架| |堆|码,n|w|v|n
成|组|工具| |物品| |组成|一组| |堆存| |单元|扩大| |装卸|机械| |成|组| |搬运| |装卸,v|n|n|w|n|w|v|m|w|vn|w|n|v|w|vn|n|w|v|n|w|v|w|v
直接| |物品| |堆|码,a|w|n|w|v|n
应用| |最|广泛| |样式| |最|繁多,vn|w|d|a|w|n|w|d|a
墙|距| |柱| |顶距| |灯|距| |垛距,n|v|w|n|w|n|w|n|v|w|nz
主|通道| |支|通道| |副道,a|n|w|v|n|w|n
保管| |掌握| |物品|资料| |挂|有| |过关| |垛|物品| |资料|标签,v|w|v|w|n|n|w|v|v|w|v|w|n|n|w|n|n
货位号| |物品|名称| |规| |制造|日期,nz|w|n|n|w|n|w|vn|n
货|跺| |外部|形状| |矩形| |正方形|、|三角形| |梯形| |半圆形,n|v|w|f|n|w|n|w|n|w|n|w|n|w|n
就|垛| |鱼鳞式| |固定|棚架| |活动|棚架| |隔离,d|v|w|a|w|v|n|w|n|n|w|v
物品| |堆|码| |适合| |衬垫|材料| |铺垫,n|w|v|n|w|v|w|n|n|w|vn
入|出库| |计量|工具| |精度| |差别| |物品| |数量|差异,v|n|w|vn|n|w|n|w|n|w|n|w|n|n
标准损耗率| |保管|损耗率,nz|w|v|n
保管| |物品| |繁盛| |自然损耗,v|w|n|w|a|w|vn
自然|损耗|量| |物品|库存量| |比值,n|vn|n|w|n|n|w|n
整理| |整顿| |清扫| |清洁| |素养,v|w|vn|w|vn|w|an|w|n
保障| |供应| |库存|物品| |数量| |最少| |有效|技术| |经济|措施,vn|w|vn|w|vn|n|w|n|w|a|w|a|n|w|n|n
周转库存| |安全|库存| |转运|库存,nz|w|an|n|w|vn|n
订货| |每次|一批| |周期性| |库存,v|w|r|m|w|n|w|n
不确定性|因素| |突发性|订货| |交货期|延期| |临时|用量|增加| |交货|误期| |预计| |保险|储备|量| |缓冲|库存,n|n|w|n|v|w|n|v|w|a|n|v|w|vn|n|w|v|w|n|vn|n|w|vn|n
企业| |一次|订货| |各种|活动| |费用| |差旅费| |订货|手续费| |招待费,n|w|m|v|w|r|n|w|n|w|n|w|vn|n|w|n
保管| |保管|物品| |全部|费用,v|w|v|n|w|n|n
存货|不足| |损失| |不|容许| |缺货| |缺货|成本| |零,n|a|w|n|w|d|v|w|v|w|vn|n|w|m
进货|途中| |全部|支出| |包装费| |装卸|费,vn|s|w|n|n|w|n|w|vn|n
订货|成本| |保管|成本| |缺货|成本| |进货|成本| |购买|成本| |固定成本| |变动成本,vn|n|w|v|n|w|vn|n|w|vn|n|w|v|n|w|n|w|n
进货|成本| |购买|成本| |订货|批量| |无关,vn|n|w|v|n|w|vn|n|w|v
订货|成本| |保管|成本| |缺货|成本| |订货批量| |有关,vn|n|w|v|n|w|vn|n|w|nz|w|v
预先|确定| |时间|间隔| |订购|物品| |补充|库存| |库存|控制,d|v|w|n|n|w|vn|n|w|v|n|w|vn|vn
生产|入库| |作业|计划| |基础| |依据| |存货|人| |仓储|服务| |需求| |仓储|企业,vn|vn|w|vn|n|w|n|w|n|w|n|n|w|vn|vn|w|n|w|vn|n
存货人| |仓库| |入库|申请| |书面|形式| |入库|通知单| |预报|信息,n|w|n|w|vn|vn|w|a|n|w|vn|n|w|vn|n
仓库|部门| |本|部门| |存货|人| |存货人|需求| |仓库|存储| |未来|一定|时期| |仓库| |目标| |实现|方法,n|n|w|r|n|w|n|n|w|n|n|w|n|vn|w|t|a|n|w|n|w|n|w|v|n
存货|人| |发货| |仓库|部门| |入库| |准备,n|n|w|vn|w|n|n|w|vn|w|v
直达| |直通| |储存|分拣| |流通|加工| |投机,v|w|vn|w|vn|vn|w|vn|vn|w|vn
直达|转运| |物品| |卸车|入库| |运输工具| |直接| |货主,v|vn|w|n|w|v|v|w|n|w|a|w|n
物品| |仓库| |入库| |客户| |下达|指令| |分拣| |送|抵|客户,n|w|n|w|vn|w|n|w|v|n|w|vn|w|v|v|n
物品| |仓库|后| |卸货| |验收| |搬运| |分拣| |加工| |再|分拣| |送|抵|客户,n|w|n|f|w|v|w|vn|w|v|w|vn|w|vn|w|d|v|w|v|v|n
物品| |仓库| |入库| |指令| |送|抵|客户| |超额|利润,n|w|n|w|vn|w|n|w|v|v|n|w|vn|n
空余库位| |货架| |选择| |搬运|方法,nz|w|n|w|vn|w|vn|n
存货|人| |申请| |仓储|企业| |评估| |拒绝| |不予|收|货| |接受| |制定|入库|计划,n|n|w|vn|w|vn|n|w|vn|w|v|w|v|v|n|w|v|w|v|vn|n
物品| |运动| |量,n|w|vn|w|n
物品| |经常| |进出|库,n|w|d|w|vn|n
物品| |不常| |进出|库,n|w|a|w|vn|n
货位| |苫垫材料| |验收| |装卸|搬运|器械| |人员| |单证,n|w|nz|w|vn|w|v|vn|n|w|n|w|n
场站|接货| |专用线|接|车| |仓库|自行|接货| |库|内|接货,n|v|w|n|v|n|w|n|d|v|w|n|f|v
仓储|企业| |存货|人| |委托| |合同|约束| |车站| |码头| |物品| |储运|地| |零担托运| |小批量|物品,vn|n|w|n|n|w|vn|w|n|vn|w|n|w|n|w|n|w|vn|n|w|nz|w|n|n
某|企业| |铁路|专用线| |支线| |大批|整车| |物品|接运,r|n|w|n|n|w|n|w|m|n|w|n|v
仓储|企业| |存货|委托人| |指定|企业| |接货,vn|n|w|n|n|w|vn|n|w|v
仓储|企业| |仓库|内| |存货|委托人| |物品,vn|n|w|n|f|w|n|n|w|n
送货|单| |装箱单| |磅码单| |原产地|证明,vn|n|w|nz|w|n|w|n|n
计件| |检|斤| |检尺|求积,n|w|v|q|w|n|v
件|数| |供货| |件数| |计量|单位| |物品| |数量|验收| |清|点|件|数,q|n|w|vn|w|n|w|vn|n|w|n|w|n|vn|w|a|q|q|n
重量| |供货| |重量| |计量|单位| |物品| |数量|验收| |称重,n|w|vn|w|n|w|vn|n|w|n|w|n|vn|w|v
体积| |计量|单位| |物品| |检尺| |体积| |数量|验收,n|w|vn|n|w|n|w|n|w|n|w|n|vn
检量| |木材| |实际|长度| |某|项|标准| |尺寸,n|w|n|w|a|n|w|r|q|n|w|n
检量| |木材|直径| |某|项|标准| |尺寸,n|w|n|n|w|r|q|n|w|n
外观| |尺寸|精度| |机械|物理|性能| |化学成分,n|w|n|n|w|n|n|n|w|n
外观| |检验| |尺寸|精度| |检验,n|w|vn|w|n|n|w|vn
物品| |外观|检验| |仓库|保管| |职能|机构| |组织,n|w|n|vn|w|n|v|w|n|n|w|n
全|验| |抽验,d|v|w|v
数量| |质量,n|w|n
任务|目标| |精简| |专业|分工| |协作| |指挥|统一| |责权利|结合| |有效|管理|幅度| |稳定性| |适应性|结合,n|n|w|v|w|a|vn|w|vn|w|v|a|w|n|v|w|a|vn|n|w|n|w|n|vn
决策层| |执行|监督|层| |仓库|作业|层,n|w|v|vn|n|w|n|vn|n
一个|上级| |直接|管理| |多|个|下级| |组织结构,m|n|w|ad|v|w|a|q|n|w|n
直线制| |直线职能制| |事业部制,nz|w|nz|w|nz
直线制| |职能|部门| | |不同|专业| | |职能|结构| |某种|职能| |组合体,nz|w|n|n|w|w|a|n|w|w|n|n|w|r|n|w|n
仓储| |组织结构| |形式| |总公司| |职能| |事业部| |统一|管理| |分散|经营,vn|w|n|w|n|w|n|w|n|w|n|w|ad|v|w|vd|v
保管员| |理货员| |商品|养护员,n|w|n|w|n|n
存储|物品| |保存| |维护|管理,vn|n|w|vn|w|v|vn
仓库| |配送|中心| |超市| |港口|码头| |物品|整理| |拣选| |配货| |包装| |符合| |置唛| |物品|交接| |验收| |整理| |堆|码,n|w|vn|n|w|n|w|n|n|w|n|vn|w|v|w|vn|w|n|w|v|w|vn|w|n|v|w|vn|w|vn|w|v|n
库存| |商品| |保养|维护,n|w|n|w|vn|vn
仓库| |物品| |仓储|管理| |一线|操作|人员| |物品|收发| |出|入库| |分拣| |理货| |装卸工| |仓管员,n|w|n|w|vn|vn|w|n|vn|n|w|n|vn|w|v|vn|w|vn|w|vn|w|n|w|nz
立柱| |隔板| |横梁| |储存|物品| |设施,n|w|n|w|n|w|vn|n|w|n
仓容| |货物| |存取| |清点| |计量,n|w|n|w|v|w|vn|w|vn
传统式|货架| |新型|货架,a|n|w|a|n
层架| |层|格架| |橱架| |抽屉架,n|w|q|n|w|n|w|n
悬臂式|货架| |橱柜式|货架| |棚|板式|货架,a|n|w|a|n|w|n|a|n
敞开式|货架| |半|封闭式|货架| |封闭式|货架,a|n|w|m|a|n|w|a|n
通用|货架| |专用|货架,vn|n|w|vn|n
固定式| |移动式| |旋转式| |组合| |可调式| |流动|储存,a|w|an|w|a|w|vn|w|a|w|vn|vn
叉车| |装卸|设备| |作业| |托盘| |保管| |货物| |货架| |机械化| |自动化| |货架|仓库| |组成,n|w|vn|n|w|n|w|n|w|v|w|n|w|n|w|vn|w|vn|w|n|n|w|v
货架| |通道| |坡度| |轨道| |导轨| |入库| |单元|货物| |重力| |入库端| |出库端,n|w|n|w|n|w|n|w|n|w|vn|w|n|n|w|n|w|n|w|n
叉具| |物品| |升降| |移动| |装卸作业| |搬运|车辆,n|w|n|w|vn|w|v|w|nz|w|v|n
桥式| |巷道式,a|w|a
平衡|重式| |前移式| |侧面| |拣选| |电动|插腿式| |多方向|堆垛| |集装箱,a|a|w|a|w|f|w|v|w|a|a|w|n|v|w|n
悬挂|单梁式| |悬挂|双梁式,v|a|w|v|n
物流| |承载|货物| |集装| |单元化工具| |搬运| |装卸|机械| |集装|器具,n|w|v|n|w|n|w|nz|w|v|w|vn|n|w|vn|n
箱式托盘| |柱式托盘| |网箱|托盘| |机械化| |搬运| |短距离| |人力移动,nz|w|nz|w|n|n|w|vn|w|v|w|n|w|vn
连续| |输送|设备| |带式输送机| |螺旋输送机| |滚筒|输送机| |滚轮式输送机| |链条式输送机| |链板|输送|线,a|w|vn|n|w|nz|w|nz|w|n|n|w|nz|w|nz|w|n|vn|n
物品| |储存|作业| |验收| |分发|作业区| |管理室| |生活|间| |辅助|设施,n|w|vn|n|w|vn|w|vn|n|w|n|w|n|f|w|vn|n
仓库| |组成|部分| |库存| |货棚| |货场| |辅助|建筑物| |铁路|专运线| |库|内|道路| |附属|固定|设备,n|w|vn|n|w|n|w|n|w|n|w|v|n|w|n|n|w|n|f|n|w|vn|a|n
仓库| |专业化|程度| |规模| |功能,n|w|vn|n|w|n|w|n
库存| |物品| |种类,n|w|n|w|n
仓储|作业| |过程| |仓储|作业| |进行| |仓储| |经济效益| |安全| |职工|健康,vn|n|w|n|w|vn|n|w|v|w|vn|w|n|w|an|w|n|an
仓库| |平面| |空间| |利用率| |物品| |保管|质量| |出|入库|作业| |仓储| |处置|成本,n|w|n|w|n|w|n|w|n|w|v|n|w|v|vn|n|w|vn|w|vn|n
物品| |储存|条件| |仓库| |空间|利用率| |地坪|载荷| |仓库|设施,n|w|vn|n|w|n|w|n|n|w|n|n|w|n|n
分类| |因素| |分类|方法,vn|w|n|w|vn|n
仓库| |空间|利用率| |高低| |衡量| |仓库| |经营|管理|水平| |重要|指标,n|w|n|n|w|n|w|v|w|n|w|vn|vn|n|w|a|n
横列式| |纵列式| |混合式,a|w|a|w|a
储存| |物品| |仓库| |立体|空间| |布局| |仓库|空间,vn|w|n|w|n|w|a|n|w|n|w|n|n
物品|堆垛| |利用|货架| |架|上|平台,n|n|w|v|n|w|v|v|n
库房| |货场| |货棚| |货架| |物品| |存放| |位置|顺序| |号码| |标志,n|w|n|w|n|w|n|w|n|w|v|w|n|n|w|n|w|n
库房|编号| |库房|内|货位|编号| |货架|货位|编号| |货场|货位|编号,n|n|w|n|f|n|n|w|n|n|n|w|n|n|n
仓库|内部| |平面|布局| |仓库|内部| |空间|布局,n|f|w|n|n|w|n|f|w|n|n
控制|可燃物| |隔绝|空气| |消除|引|火源| |阻止|火势|蔓延| |灭火器|使用,v|n|w|v|n|w|v|v|n|w|v|n|v|w|n|v
泡沫| |干粉| |二氧化碳,n|w|n|w|n
作业|环境| |作业| |机械|作业| |防护|工作| |专人|指挥| |休息|时间,n|n|w|n|w|n|n|w|vn|n|w|n|v|w|vn|n
许可| |操作| |器械|作业| |设备|作业| |专人|指挥,vn|w|vn|w|n|n|w|n|n|w|n|v
保管|人| |储存| |存货|人| |交付| |仓储物| |支付| |仓储费| |合同,v|n|w|vn|w|n|n|w|v|w|n|w|v|w|n|w|n
合同| |双方| |合意| |成立,n|w|n|w|a|w|v
验收| |项目| |方法| |期限,vn|w|n|w|n|w|n
物品| |验收|资料| |保管|人| |验收|报告,n|w|vn|n|w|v|n|w|vn|n
项目| |方法| |期限,n|w|n|w|n
事故| |大小| |次数| |人身伤亡| |仓库|失火| |爆炸| |被盗| |机械|损坏| |事故,n|w|n|w|n|w|vn|w|n|v|w|vn|w|v|w|n|v|w|n
仓储|企业| |储存|物品|过| |装卸|搬运| |存储|保管| |流通|加工| |收发|物品| |建造| |购置|仓库| |设施|设备| |人力| |物力| |财力| |风险|成本| |总和,vn|n|w|vn|n|u|w|v|v|w|vn|vn|w|vn|vn|w|vn|n|w|v|w|v|n|w|n|n|w|n|w|n|w|n|w|n|n|w|n
物流|成本| |组成|部分| |物流|成本| |高低| |直接影响,n|n|w|vn|n|w|n|n|w|n|w|v
货物|保管| |支出| |仓储|设施| |设备|投资| |仓储|保管|作业| |活|劳动| |物化|劳动| |工资| |能源|消耗,n|v|w|vn|w|vn|n|w|n|vn|w|vn|vn|n|w|a|vn|w|vn|vn|w|n|w|n|vn
材料| |燃料| |动力| |消耗|指标| |储存|费用,n|w|n|w|n|w|vn|n|w|vn|n
货损| |货差率| |设备| |完好率| |保管| |损耗率| |账务| |差异率| |收|发货| |差错率,n|w|nz|w|n|w|n|w|v|w|n|w|n|w|nz|w|v|vn|w|n
物品| |吞吐量| |收|发货|时间| |物品| |验收率| |劳动生产率| |库存|物品| |周转率| |仓库| |作业|效率,n|w|n|w|v|vn|n|w|n|w|n|w|nz|w|vn|n|w|n|w|n|w|vn|n
工资|利润率| |成本|利润率| |资金|利润率| |利润|总额| |收入|利润率| |物品|保管|利润,n|n|w|n|n|w|n|n|w|n|n|w|n|n|w|n|v|n
仓库|货物| |周转率| |单位|面积| |储存|量| |仓库|空间| |利润率| |设备| |利润率,n|n|w|n|w|n|n|w|vn|n|w|n|n|w|n|w|n|w|n
衡量| |仓储|企业| |经营|管理|水平| |管理|质量| |高低| |重要|标志,v|w|vn|n|w|vn|vn|n|w|vn|n|w|n|w|a|n
固定成本| |变动成本,n|w|n
存储| |装卸|搬运|作业| |备货|作业|成本| |人工费用| |包装|作业|成本| |机具|物料| |燃料| |成本|控制| |仓储| |服务|质量| |仓储|成本| |机会|成本| |风险|成本,vn|w|v|vn|n|w|vn|vn|n|w|nz|w|vn|vn|n|w|n|n|w|n|w|n|vn|w|vn|w|vn|n|w|vn|n|w|n|n|w|n|n
装卸|搬运|机具| |物品| |装卸|搬运| |活性化| |可|运性| |重力|作用| |能量|消耗| |装卸|搬运|方式| |装卸|搬运|作业,v|v|n|w|n|w|v|v|w|vn|w|v|n|w|n|n|w|n|vn|w|v|vn|n|w|v|vn|n
备货|作业|方式| |仓储|空间| |备货|成本| |货位管理| |备货|作业|效率,vn|vn|n|w|vn|n|w|vn|n|w|nz|w|vn|vn|n
全面|分拣| |批处理|分拣| |分区|分拣| |分组|分拣,ad|v|w|vn|vn|w|vd|v|w|vd|v
物美价廉| |包装材料| |包装|作业| |机械化| |包装|效率| |大|包装| |简单化| |节约| |包装材料| |原有|包装| |新|标签,a|w|n|w|vn|n|w|vn|w|vn|n|w|a|n|w|v|w|v|w|n|w|vn|n|w|a|n
ERP| |美国| |1990年| |MRP II| |制造业|系统| |资源|计划,nz|w|LOC|w|TIME|w|nz|w|n|n|w|n|n
不|出现| |短缺| |不|积压| |库存| |计划|方法| |ERP|系统| |核心|功能,d|v|w|v|w|d|v|w|n|w|vn|n|w|nz|n|w|n|n
原料| |生产| |销售| |产品结构,n|w|vn|w|vn|w|n
TMS| |供应链| |基于|网络| |操作|软件| |方法| |其他|相关| |操作| |物流| |管理|能力,nz|w|n|w|p|n|w|vn|n|w|n|w|r|v|w|vn|w|n|w|vn|n
